"","MAINZ_BC6092_1","MAINZ_BC6097_1","MAINZ_BC6100_1","MAINZ_BC6218_1","MAINZ_BC6177_1","MAINZ_BC6044_1","MAINZ_BC6147_1","MAINZ_BC6054_1","MAINZ_BC6189_1","MAINZ_BC6033_1","MAINZ_BC6045_2","MAINZ_BC6048_2","MAINZ_BC6130_2","MAINZ_BC6126_2","MAINZ_BC6101_2","MAINZ_BC6020_2","MAINZ_BC6170_2","MAINZ_BC6145_2","MAINZ_BC6192_2","MAINZ_BC6164_2","MAINZ_BC6017_3","MAINZ_BC6081_3","MAINZ_BC6132_3","MAINZ_BC6105_3","MAINZ_BC6183_3","MAINZ_BC6095_3","MAINZ_BC6060_3","MAINZ_BC6003_3","MAINZ_BC6008_3","MAINZ_BC6174_3"
"GNPDA1",9.78734524161223,9.40758273478519,9.22687974230797,9.06393226163569,9.33170983347286,9.78216526173499,10.2450618227829,9.39039002098331,10.0860022286908,9.36760013577263,9.60077282090578,9.93049147836622,9.48737228557356,9.26071185048198,9.13439920769025,9.71007485380738,9.59200334678871,10.1937870780198,9.34294409632838,9.9741401568318,10.3960179976228,9.41035856742718,9.11140248549365,9.32320658364489,9.10388529027531,9.01662566174724,9.78144452176083,9.55876231283945,9.69918441282394,9.0443464156393
"ZBTB33",0.79609279329218,5.65814202384433,5.64934646122078,4.30240592032929,5.91128284275794,4.74898042646833,5.62553363186367,5.39847329360836,6.48679040676028,5.48000953819352,5.43033429607967,5.65814478232157,4.97928063651877,4.34941552576994,5.85913297895733,5.02707016270562,6.01677992935194,4.78719682756968,3.93202875059056,5.3724085465654,4.53879388931744,5.40160953498963,4.00483832579212,5.82904446537509,4.75935325512279,5.68381670772923,4.7819231492944,3.62852877485926,5.68377902566488,6.06728883174934
"CDH3",8.75433417449347,7.75824162938065,5.36324424711327,7.25056343170959,8.27895978486324,8.29706184106876,10.1963481763974,5.35741782744619,7.23314029949164,9.47134405589036,7.66643108856404,4.03302909263858,8.13435899811046,7.3843777393582,11.6744165954603,8.53551851958518,9.3361883305185,9.22270459639656,8.132025929534,8.47513499144,9.63441258868183,10.5757650316326,9.20222071096521,10.14215364399,8.22650702968098,8.31233148731633,11.272050314337,10.5106058114639,10.4508835765537,7.59912014170536
"TANK",10.5505558782865,9.95443073314645,9.54465252881107,9.93911898473558,9.76516532907086,10.6404964087628,10.1333103967409,9.91782590216655,10.1128662620145,10.5062501305494,10.2819715203786,9.82391764373746,10.1717045182684,9.98012156981691,10.5256992486337,10.3129573609584,9.954498285966,10.323517842138,10.227756252945,9.47920293297032,10.6746239785055,10.901076854144,10.5160228259975,9.99844639600969,10.1409866857485,10.4625104479364,11.387814060924,10.5189083267041,10.4335841158923,9.76217038252349
"EGOT",7.89324998811647,6.36040135977726,7.2896175559899,4.10688775353167,6.80264637509953,6.02242708330782,6.89941718444258,5.55207955479939,7.37367295063212,3.61510487934543,6.59068779364944,7.72044159239342,6.09590812801891,3.49251631392742,6.1136802091601,6.38625299752244,7.03374961451414,6.32170420227846,7.31105594056645,7.33896529046269,5.6555587108102,3.48396981260991,5.1790592104329,6.0725491414862,4.84933770069942,5.77177837181656,6.30006307405966,4.76277385316099,5.6766390766055,6.15316887521572
"HGC6.3",4.00631864463719,4.7105612710163,6.46509651519727,3.58530163267406,4.19395378931252,3.62220409276366,4.17161921004962,4.59257692670673,2.76567860555372,3.16568681955517,5.36611280643996,3.4861427251564,2.63017615960029,5.4754908687886,3.94116667252856,2.58912473480289,4.6772563096302,4.33507434220897,4.02506579151425,4.89636958688469,5.20304171186551,6.18799708296122,5.72984299806484,6.18099646650877,5.5463369987362,4.58863147040051,6.16144176153015,4.16781220662528,4.74634232995737,6.56482990488547
"ACVR2B-AS1",6.99555491554177,4.55415278822438,6.90103745271541,4.98400673503093,6.4515721406791,6.4688977966574,6.38897214372507,5.71659499058715,5.81986507498789,6.94766041852419,4.26869266178656,7.17668951353527,5.89459203357373,6.92471386948992,6.84394705315993,4.07458494541778,6.95124676017808,5.97386237340947,5.74752082474158,7.52667345257012,6.33841788345229,6.12767244409099,7.43151797451051,6.75842949069297,6.12522094796378,5.76610993796576,7.46690453685892,7.22269799566492,6.55329561638997,5.47907648176253
"SMIM27",7.81544888909979,7.81319733263117,8.27077803156007,7.64004712624357,8.17279388522222,8.11246525756405,8.1943410985174,6.73728852100826,8.83704420614123,8.78997878614386,4.80127818099066,8.6427484895391,8.10317184273086,6.82914285828448,8.4948886169672,8.00558215543666,9.17619743875892,7.96152193252545,8.622402744938,7.97475294312261,7.33173768742197,8.08553012883198,8.90178808044823,8.58628284799756,6.28011808072786,5.61223682807669,7.57196854951317,7.99008713167862,8.36410267510557,6.26906998087928
"C1orf68",5.9205805964599,6.15497257256286,5.6373738164507,5.62190036750543,4.5441068231978,5.45926192852696,5.17413070814974,4.41245473882055,6.02560720678328,4.99241553656569,5.88604984372123,4.71107204013234,5.4989214087756,5.22276912113889,3.51595657316528,2.88864030831157,5.26975739125399,4.97781557620387,6.29048220658023,5.98735113775948,3.33110278761224,3.61485851362255,5.85573407745172,4.58791231329602,5.91915115809055,5.94842412114224,5.72726846318217,4.59954959680944,3.44803821190364,6.90560363034038
"SMIM10L1",9.98084406438154,10.0816839831347,9.73467489646984,10.4949992528355,9.94389803098658,10.4763528773377,10.4735307836075,9.9106137244686,10.0559950647477,10.562450176512,9.28924523370916,10.7567546605819,10.0352865801202,9.98343733990998,9.98744431558153,10.5279447610154,9.48082546031617,9.95761646081428,10.0694654631367,10.8122386064407,10.5941680148457,9.93650104537303,9.95033602719503,10.5904899282077,9.70920994705455,10.0462430770057,10.2657013102153,10.266775869652,10.6440248483809,9.55477050464319
"DPY19L1P1",5.80455868295523,5.33611051300214,3.13391788391234,2.55420328396619,3.64557973689881,4.35383984322232,5.83143904440135,5.47397562820157,3.0886376898151,4.15744448524541,5.36654079801518,6.6716072773518,3.318228846583,2.74834490133105,4.78894501204617,1.1469442760587,3.16264022782244,2.17386611412162,4.21454355193189,5.57447052079544,2.73847886061641,2.32427117205907,4.04983250556038,4.4308621121417,3.51275960147618,6.06797021212236,3.32969318315007,5.08681381024357,1.42872129836284,4.66340901209329
"ZNF37BP",6.62871384921034,3.16506660511933,4.64079237898145,6.17914174917348,4.81802511404903,6.16704596106728,6.74312650275738,5.10881600081077,3.19553671559672,2.39542293723876,5.92063320930629,6.24682500474786,5.92541214900959,5.84005441132708,5.05271132823757,4.55379141584589,6.26327341773044,4.88015388997,6.88535677058024,5.34812083414237,6.03443407960749,6.01559411959665,6.20181405913732,5.73759380534266,6.68115439330979,3.43751719761003,5.64599750152856,5.96279393179243,3.16346701957088,6.44548577492673
"LOC100129503",4.87905421894791,6.19366220769952,4.8286572054534,6.13632376780495,5.789358256344,4.14098696024982,6.56929223133753,6.35846691891624,6.53154116083945,4.46708804041985,6.33523606644869,6.59208598552133,4.36339696335756,5.16660390562386,5.82705225943829,4.05907798951232,7.12140216730995,5.59515855746052,7.61825963427215,6.20850256307227,3.08802269653978,5.88720567535401,6.43509785871865,6.48854980391692,7.12633637761448,7.61661562234444,6.43641026715105,5.95704194437938,3.74760912788336,6.80094568139879
"MUC8",5.32695763674539,4.8433614548267,5.75562610629896,4.22503573088109,5.29130987205849,4.31444189859378,4.56031655963254,4.46994224581884,5.15355926263509,5.13365810627322,4.82654821419321,4.61139668471853,5.15624000821556,5.17943951616616,4.68435602625107,5.05389204272786,5.53441969257068,4.68557945767346,5.756293201462,5.42531967636114,4.25438493017874,5.33210306847424,5.07749603855269,5.10425240766639,6.07702866510676,5.24269243122153,5.17178430733989,4.73872839785872,4.47224648655701,5.95120150352892
"CERNA1",3.4004716455146,2.03884083514998,2.74639488790042,1.82043601774238,1.82005629820213,1.3560728511637,2.68947383972426,2.81442028679647,1.84949611043202,2.02681749536449,3.90077624182113,1.70325312444753,1.53317340264578,2.02548422070488,1.70390273032407,1.65564393239412,2.261620723527,2.04399808259046,3.50483156366697,2.22768402636065,1.53764203002675,1.50939135215599,2.8638691370323,1.51021197040236,2.77615105109417,3.14977516763094,2.10193235062164,2.04831360620252,2.36069780297255,5.37884786604401
"HDAC6",9.85143706498003,9.89495201558307,9.62366608956241,9.25724371171992,9.71134831946363,9.27461091292231,9.75372413989738,9.28919454911191,9.32684664037676,9.56375405429091,9.53824385586671,10.0159500816748,9.01467115771817,9.44913038551696,9.80057601270202,8.9424176463352,9.80316672951121,9.01089048097018,9.75444950614721,9.65661506184119,9.23660741066892,9.68957451856788,10.1263733151723,9.5869735691051,9.90498484604551,9.54951431020077,9.602700435307,9.75869934869638,9.32563004882308,9.5606305393589
"LOC100130331",5.68411144521824,4.68773308509621,5.446753144351,4.44062478464465,5.80143097628913,4.63862022776057,5.93633806991679,2.97220610451989,4.82437402579003,5.58001658061018,3.21579834105529,4.39076171467298,3.38950597139568,5.3987999244905,3.47215411451387,2.46090247055196,5.94722633240503,5.67622308632101,6.78802428218751,3.86094790358645,4.68904435195418,3.9533776498852,3.60437809690368,5.19920078956201,6.65729710193591,5.89668458249533,3.6356804255822,3.89755897559581,3.13990348092408,6.86430606906766
"LOC100130449",6.06256249275938,6.08349861853218,7.02609420658809,6.13681911235612,6.7579381027747,8.635978812223,6.85626221209679,6.08264666477498,7.37604578486522,8.69215992740739,8.86127878223699,8.74313994604681,8.02203841422317,9.32990342181142,6.86505351656575,4.22512863927284,8.22805497374243,8.61664236106548,7.44416131065005,4.98677128224461,8.91560783939957,9.72301933341018,7.31311724366092,4.16574115528257,5.53254596874462,8.2332371635048,1.79946299833564,7.56454216059974,8.33422675639543,2.67531841320244
"SYCE1L",5.25082303900522,3.95640146251991,4.91732049417996,1.6211952197523,3.11851595239803,3.50915107120184,4.28164456237229,3.73316112045157,4.19310813615034,4.002139859445,2.08416942751093,4.64443363177665,3.82962390143486,2.26443101829601,4.3534054230079,2.82914922760983,4.89855985826372,3.77163997527064,4.27436597587744,1.50831038428754,4.15846358194683,3.84745299131447,4.95838865595506,3.49023294405724,3.86232176007917,4.69481297717625,2.02004837450668,2.64445065199261,3.70237824745132,5.59443774235519
"LOC100131532",5.280002171694,3.27181795464074,4.54720995224594,2.67111319068089,2.95171015765651,5.16897289280355,5.24717479049876,5.56329062950866,5.52012983784776,5.57641941155058,5.32599134505198,3.93993630721398,3.71616556881566,4.16160772652979,2.14350506206256,5.34564776917052,4.41239527635453,4.29418760797898,4.67831540484152,2.68466145112453,5.45090288098036,2.80999444465247,3.08514295460956,2.87778231620705,3.65873382583333,2.81488417171331,2.94529271105959,3.02638578973941,6.15051566761821,3.60537051710115
"ARMCX4",5.35253575867049,5.81690698350346,5.39344196650099,4.13732941803486,3.82735908034519,3.99959371292037,3.07761912175436,3.37710050597722,2.4970486643158,4.70063102965606,4.24440665221972,2.96347501885399,3.95240392926648,4.08468641783647,4.60095514268858,3.22602120335308,5.57260156085543,3.94907888163371,4.51240227417238,2.70526865851579,5.60035447032192,3.94994155758887,5.10615635048698,3.98000964616561,3.21085099035907,4.96169493868364,3.0230852144745,4.2192805745686,2.04645918341786,3.55842140820109
"CADM3-AS1",4.63670333878293,4.12794581129552,3.42626064380437,3.38822711477803,3.25440718365168,3.38508312042118,3.92851692416893,3.43584518044882,4.03433476671711,2.46360843955057,4.43301496049334,3.12147892715869,3.83552522980531,4.46193086380391,3.14115603190782,3.18853783312111,3.39240299643596,3.29745610012318,4.3131256465508,3.39866861322372,2.91010286759699,3.52507559442044,4.50065453894883,4.43582592274516,4.90961456404319,4.07979625721565,3.79642561131771,2.70894043046866,3.50919568073186,5.01578480124036
"ZNF717",6.58308310779202,5.25411915710922,6.08077589060045,5.22266335485075,6.49400667773064,6.07587341912202,6.7096628474191,5.47261986515836,6.44735027480015,5.33985723221972,5.31200226297005,7.53187687427048,6.62666057485804,6.72863741190449,5.85461497002877,4.93028249289067,7.63274844278649,6.04170121652075,7.99323156680768,5.39813133795825,3.37453053780845,6.51086477542341,6.74539671126832,5.68905294628088,7.16929056460879,6.75717176060343,6.43447376152944,5.53089548087417,6.37855709572683,6.60392939348656
"KIR2DS2",3.42929724695678,2.72522140307875,2.96775879572364,2.8544593552791,2.46485015210624,1.8571853901233,2.41985600456697,2.01071748260939,2.78108048254458,2.00870394174683,3.73594146794042,2.791905541963,2.52864328035347,2.91375661716694,2.82141127401604,2.92632953499112,3.37471444513307,1.94885134084214,5.1660785453774,2.48457712506152,2.39886551137299,3.53287190648453,2.38145036572804,2.72490892749036,3.19546957644959,3.97443136176487,4.91066617849223,2.62363436999681,2.61334062819608,4.02583390105679
"CLUHP3",8.59809609026708,5.75777037040264,8.59972889499596,8.33732605510531,8.63469080996868,8.24046965183766,8.55501762400108,8.15547951523883,8.80532736339581,8.09101557185762,8.5398088300914,8.04058411166357,8.58876015457998,7.75604991518274,7.98585245483466,8.32863795353616,8.57651072317119,5.79747152300364,8.35433997338696,8.2032544159844,7.88963515653504,7.332865783512,8.62773208454362,7.91692596639455,8.86138966212746,6.25447619306804,7.52879510256924,8.61673064661174,6.93895672037448,8.72924470539695
"KRTAP4-7",5.64787510758933,4.81117172013864,5.15556779483023,4.93986436226971,5.00473674197078,4.44351812338259,6.01641239307079,3.82796291822261,4.98490707282706,3.01670329711993,4.91566539071312,4.92863647685906,5.11844346143668,4.8576358595047,5.0353778332858,4.57073355456619,6.03956546211307,5.13952507408567,7.09709324788787,4.03043079679237,1.52364047445201,4.18638476541767,5.47920494668604,5.33998419766483,5.00122076406367,5.85119650290714,5.73961135724751,5.63263932018024,4.31795411637976,3.25411974282356
"FAM66D",3.75304721229452,3.26583421158245,3.48507584309077,3.08264846300612,3.29513194556364,4.08145662331211,3.48011382282866,2.4737174727626,3.99986571367658,2.48281355979411,4.176398449368,3.99948227053716,2.5394116017141,3.03661409637076,3.0982985405275,3.39971003367807,3.86807567312039,1.45464432462495,4.62088805935311,2.61715265294916,3.67987551355496,3.48118858109918,3.77653304142293,3.88302054729584,3.78701963490536,3.37249535002274,2.8760290022482,3.61803694844519,2.51603720750478,5.38455241769997
"CD24",11.6901783696461,11.1501612139246,10.8986580372002,12.6048209674067,10.8478162244601,12.1454421970759,12.391971318661,11.459915083128,11.4840723808306,12.528022085558,12.0361905078816,11.5682388084058,12.2038022490979,13.5866062716356,12.0285049630554,11.9633913314673,11.5510135416239,12.4004315700326,10.2769473006094,9.51173393410419,11.7840362289781,12.7708431971093,12.6123397112454,12.0757417336216,9.29532628449861,12.7064607636053,12.3864251638979,11.6558992705799,13.5251161403171,13.3951195623342
"NDUFB2-AS1",6.3163630937308,5.91741725737631,6.27215020988703,4.66395177781456,6.02097611856712,3.78863214752152,6.09117056891025,4.18685085691498,5.9301008187787,6.10812202433901,4.24999496007031,6.52170424028014,5.94653663323998,6.15664872901757,4.40574777043273,2.50127908131202,4.83190639810732,5.44570251100237,5.8653342568172,5.28864701549418,4.88692897903868,6.15050566306219,4.38397623363236,6.49440076632478,3.90936436254784,6.6665697155065,4.62483631079291,4.31179553537088,5.18695804957783,7.30640790261509
"HDAC5",8.87263775926904,8.73883810762303,9.18334027909182,8.02609634524762,8.78232530112168,8.27023790397437,9.03639678403202,8.89388443674622,9.16387186257662,9.02856966427194,9.40564565433648,8.30963468696357,8.82903996182656,7.71193837394325,9.3063402304318,8.52369314262318,9.74497447701411,8.79545380688439,8.52101658799939,9.25738413644971,8.70626026784548,8.55431659370436,8.82248561755161,8.88377709145448,8.7611181861387,8.51955316305789,8.84437840186309,7.93826028056779,7.75584778794665,8.29816833306039
"PDCD6IP",11.3533157360919,11.7674063447665,11.4795591675951,11.2000084042474,11.647167405188,11.4419144641244,11.5612259843973,11.5239522889145,11.6797549716843,11.4868408241854,11.4516035827295,11.5389267518984,11.1369019164532,11.3291307565484,11.5156674228458,11.5289677911907,11.5632037129668,11.9523268110794,11.1977388814579,12.3031715820102,11.4621897436401,11.449175675649,11.7281995514779,11.8425333246636,11.1278518257841,11.2982856286096,11.5276498408452,11.134197754314,11.2911054749433,11.0317834308679
"PDCD6",10.9980029784477,10.9139362447333,10.9450662160505,11.1590301846587,11.0603404543298,10.9606478059124,11.427851827054,11.171128486532,11.2050175577368,10.8506256342957,11.0378578303691,10.9034686127121,11.2393272239315,11.8996580586875,10.9737487694308,11.1269296099802,11.2024614332371,11.2895830354031,11.3703358935818,11.6498639805704,11.7208719601927,11.1620379525835,10.8895360207416,11.3591700961509,10.4602800532878,11.1372664580303,11.2684800940218,10.9828905474768,10.3659733856759,11.2280875041201
"PRINS",8.28253530971047,8.4722452298151,8.3609551910802,7.2155137768769,8.19190323845256,7.43893196077196,7.87615322377604,7.76908202691263,8.16760603458434,7.41233403449085,8.23436152501185,8.68162855476517,8.00657102855468,8.48266417093015,7.97690197682106,6.63501116401513,8.45714888150733,7.47225791495362,7.32803082769844,8.12163247214837,6.89445623447938,7.29771416855536,8.31881002515383,6.95622823316116,8.21761055663653,7.56993777973208,7.57493244430291,7.89497422090445,5.9920120578,7.89829629113228
"BCL2L10",4.02232539312813,4.63468728992559,4.74743327195968,5.99330897489452,4.23796414247344,5.80983860296805,5.35666635958063,5.32233158056105,3.55444358936145,5.54631793717289,4.19087377290399,4.34926633523034,5.52401884766797,5.58736791217197,3.47408181517771,4.56098838966103,5.29470719195805,4.78014398623053,6.20564150349847,4.09443203731994,5.66910202380277,5.09145624593127,6.14334997164381,6.42979188181495,3.97702093817707,5.27021528191603,5.18693588521493,6.18254098190769,3.84054086841371,5.54550089665844
"BCL2L11",5.26439772240076,2.35179419307559,0.50175049431787,3.91331811483079,1.07737501629867,5.04093004123665,4.72039480264538,4.46267466522614,2.54706271293573,4.09922632308507,0.332414093243875,5.23145611770892,2.0329961894989,2.81335911248633,1.95099601460126,4.43004150749556,2.56155365114185,5.15462964137852,4.21817741325876,5.00504818653161,4.80267588281137,1.76314213557425,2.53730277394173,5.34471283410724,2.62053887763507,5.11666219425672,5.50531274546826,4.44168404903353,4.66146068886539,3.10089709211822
"SH2B3",9.07526029227196,8.66720816436468,8.70201465527558,8.71826749568456,8.83833272201427,9.08310603795072,9.03839021815384,8.88249831396713,9.37482618826713,8.97869161366802,9.25979127184412,8.76694089880773,9.0177190382953,8.75566687270416,9.2105783881012,8.49563085006116,9.236334693182,8.51200693920849,8.88952958142472,8.94068897215011,8.17258739480512,9.17093557793838,7.91711720588333,8.9547112110611,10.3399406384089,8.59500601484875,9.91891910593821,8.35026324348676,9.54570947674954,9.38226694516692
"CDH4",3.83115487966327,3.15104161959027,3.10364919954868,2.30084673186814,2.50298558297272,3.19854360964806,3.26624425311526,1.98539438890928,3.91764997209449,1.87237094407378,2.35657392925244,3.98633024499833,3.22829461034973,2.89761945092366,5.527541863773,2.13022224437345,3.05995605218873,2.55983138167196,4.27578235222792,1.91352757736023,2.23605907840439,3.2114341131991,2.34871970906576,2.29946307376109,4.3612641068451,4.28497849811352,3.10129723558851,4.22088725907986,2.01345980100968,7.08884226424961
"GNE",8.78197964042865,9.36432254668077,8.49927901632978,8.60466735329253,8.32489857066441,9.10501636514452,8.89237548308019,8.54510025375446,8.99607762210657,8.25465452618477,8.55036115748785,8.74768957273368,8.34386710695045,8.36840057866512,9.1940758063362,8.39630501769484,8.95106027757847,8.34225016188083,8.9512933699879,8.9608132148872,8.45437836069758,9.34484459880993,10.3283424365429,9.89026771883388,9.14838870993141,9.04311696877934,10.6262609740179,8.84860646452993,8.33667022145302,8.03004437515469
"HCN4",5.11169398589108,4.15209924392516,4.62748748647456,3.82942323875694,5.6471965320353,2.35738748937037,4.20879560176645,4.32705663768614,4.30982188208401,2.74366657187178,5.36248200430474,5.29855530086193,4.05265001040838,3.05068715397955,4.54470208072594,3.2958644831027,5.04564451097994,5.08649412740468,5.21330711062659,5.20149863672489,3.80496892716222,2.95750534575572,4.37076211375137,4.36275053625051,5.95994371101367,4.27452503231279,4.85715064674102,3.9042295687956,2.79883147021605,5.31265261822121
"INSL5",4.84684392485468,5.29711308217122,3.72400388712055,3.67488967192537,5.86504537684237,5.11493573663731,5.65757071698977,4.75681023427794,3.79107815244701,3.81551302410572,5.09615759201101,6.63932685762717,5.34072545357405,2.81969740451127,5.44789949479304,4.60303242648601,4.62012428615849,5.28763305521937,5.77781972842988,3.56273429889675,4.74879681173252,4.91149768529121,3.74403370480368,5.37166751274848,5.6293097731088,4.89028826831323,4.99034010205915,5.91102432936988,4.70921441006156,6.1994271465569
"FRAT1",8.4894799052566,8.46013378053784,8.19691055285084,7.63228932236849,8.94777857728728,8.40000394824973,8.81185086894767,8.10348487274506,8.78507642623188,8.36926806282752,8.98976618532207,8.24297368000768,8.51938393748922,7.61986085892997,8.24938485036968,7.82922246754915,8.46121756678076,8.27626312299295,9.44071401314376,7.7649840847996,8.1090060837641,7.92002966262135,8.56942418095624,8.09742885889534,8.83899753236523,8.10237795573476,8.51803273931113,8.49101559713312,7.72812077588535,8.4669439767594
"TROAP",7.29812718358666,6.74162613177286,6.79020908798468,6.69184589539531,6.84799589005666,6.16523040123925,7.6976433193148,7.46087027648817,6.77502257423097,7.09732842391714,7.27156378211005,8.50928070326012,7.74980263452523,7.24971714547568,6.57874203534669,7.21807920329715,8.15072951648686,7.09186579865526,7.5897976578866,7.18796547015891,7.20735170701422,7.72125389364992,7.98182830412967,8.94965017306645,7.38256949879831,8.27267775657985,8.69133446422877,7.47179693153947,7.68698156113127,8.01951279261447
"MED16",5.47264492411257,7.6386775870775,8.06158162835716,5.15130752212188,6.10318762942514,8.03176803796064,6.24317279968359,7.66531986922936,6.83842275763054,6.84306865328834,7.32637427840344,5.36116072099439,7.13972292502821,6.98030461820184,7.08287895772458,7.87222545649185,5.70837466984711,7.95268703301849,6.59229201566949,7.06066240938602,7.88565692321745,5.06679099400312,7.72489958954094,6.27584260555884,5.63534583148167,6.7873488135737,5.28635790974647,7.16845684976335,6.15382538281681,5.71222146175626
