TCGA.DD.A11D.01A.11R.A131.07	TCGA.DD.AACT.01A.11R.A41C.07	TCGA.G3.AAUZ.01A.11R.A38B.07	TCGA.EP.A26S.11A.12R.A16W.07
ENSG00000004961	7.80082587363026	5.79343359988788	4.3514301650909	6.14525862528914
ENSG00000004975	1.93954430580693	6.9775439272876	2.25517046231808	1.92131344182007
ENSG00000005001	0.0242720502020422	0.0873191171673798	0.0167027526363636	0.308268153504144
ENSG00000005007	20.0412158178716	21.1211686551463	10.7179202545445	8.02338768864171
ENSG00000005020	10.7116236596746	7.66870645818168	0.555878302847422	2.16408407461833
ENSG00000005022	135.118769313199	141.005021413509	188.507266254	203.293289471413
ENSG00000005059	1.78690450008064	0.938584680843046	0.853644105766459	0.622964198707783
ENSG00000005073	0.0146584146318216	0	0.0201743051450979	0
ENSG00000005075	33.6410615800305	41.6399760840546	67.6367932020835	24.4770536799253
ENSG00000005100	1.81438975769834	2.28347729045262	0.848861360221428	1.54548356666447
ENSG00000005102	0.0869920321611428	0	0.0684152645851493	0.0394587791611326
ENSG00000005108	1.82670680435503	0.223215276727791	0.0651318066791707	0.0815697829046182
ENSG00000005156	2.22271299725202	2.08910987822957	1.68664396122	0.881041392291754
ENSG00000005175	2.67126964948984	4.30185523414177	1.67400567246316	1.74242048641399
ENSG00000005187	8.75825885895087	3.70395510961165	2.95755252495982	11.7013879995402
ENSG00000005189	1.0505107400083	2.06005108973357	1.78600410813372	0.280295253461704
ENSG00000005194	7.97086564476432	14.7721376136261	6.47181908521537	7.1191294790226
ENSG00000005206	9.94825374270578	10.7857301184457	9.29751766022914	2.52555107011468
ENSG00000005238	1.25330588107894	2.29284174996985	1.31575203093259	0.806459616622562
ENSG00000005243	15.82445466502	20.9144407921083	61.2246769491821	17.9701389639908
ENSG00000005249	0.00898292699066236	0.441655198233513	0.160721066489719	0.676379016647144
ENSG00000005302	2.84084414387374	2.44670902943931	2.21020167895124	1.87751944449942
ENSG00000005339	5.33747843637624	5.4109724297229	2.94223556479143	3.27842025567105
ENSG00000005379	0.0404609854630863	0.948829621156486	0.408365896074836	0.27325172553695
ENSG00000005381	0	0.112930914209009	0.0216018803925349	0.0189850993448898
ENSG00000005421	177.427779610566	89.1815849725689	120.645114021021	242.989671052035
ENSG00000005436	2.1063547565875	3.02560740984971	2.04387521179459	2.46416647975053
ENSG00000005448	0.514039990187223	0.804773900752328	2.12241225520542	0.822549977505857
ENSG00000005469	18.0973017885645	11.5243083285404	3.42693137712755	6.57470434100366
ENSG00000005471	111.249819065902	72.8855277536931	9.94529257984025	15.9728913687312
ENSG00000005483	5.05545775562579	3.4155824120503	1.12483343925458	2.00674764809477
ENSG00000005486	85.6790189229424	34.4556214795806	46.5465693405238	28.787862811143
ENSG00000005513	0.016200848340973	0.0485690249594623	0.0278714364965084	0.0110228318794523
ENSG00000005700	14.0532284003794	6.39705564025046	5.64410676698115	8.34294608703112
ENSG00000005801	1.78170792928349	2.25728540052622	1.12910008082047	1.1232140350748
ENSG00000005810	1.1779850553268	1.19633590128875	0.532563459365227	1.40311588802299
ENSG00000005812	5.91575618992258	9.7657820289373	3.54883189771567	6.81287579445728
ENSG00000005844	6.85340636830854	13.1943490857312	5.31122542186532	3.03546263602493
ENSG00000005882	15.8328135750202	7.36465679606826	9.3542212395523	8.57003389308587
ENSG00000005884	0.884160041526628	1.59775338063488	0.57463078316189	0.570934675612942
ENSG00000005889	1.80712767947769	1.4998600726255	0.863760819453292	1.18108958125116
ENSG00000005893	143.095552755554	67.6194476543748	36.4253712385891	47.6710309192433
ENSG00000005961	0.0201866556135796	0.0605182000169958	0.0138913982322231	0.050360638938796
ENSG00000005981	0.299031658489161	0.126561355706132	0.169464163218823	0.267286622508887
ENSG00000006007	10.1105151266556	10.1058151485176	8.06102623685597	9.37841764773208
ENSG00000006015	9.4986526814204	25.2849949869794	31.2266938689858	7.53368599161051
ENSG00000006016	0.112637482968852	0.472751157789017	0.826786255499999	0.187334832123892
ENSG00000006025	0.179538687551864	0.744571684878882	0.355203701495664	0.142514896850148
ENSG00000006042	8.07264084825271	15.9491498705955	8.317089341525	1.41786664920242
ENSG00000006047	0.0147775363848146	0.221510169840377	0.254228147968372	0.18097974397465
ENSG00000006059	0	0	0	0
ENSG00000006062	1.37999554375861	2.31503308979699	4.79871577488543	2.84675516619662
ENSG00000006071	0	0.0163889628808976	0	0
ENSG00000006116	0	0.0130639352756896	0	0
ENSG00000006118	0.439421050530416	0.56747555874264	0.755966332584776	0.153321010785784
ENSG00000006125	19.3633749746861	11.1713646677252	11.8713862347064	8.22373689373077
ENSG00000006128	0	0	0	0.0246315958005733
ENSG00000006194	3.3465390240187	7.05711737023257	4.65418059231853	1.91238938048524
ENSG00000006210	5.03803337671955	2.62400274560235	1.797361425	4.99164643593357
ENSG00000006282	10.4563909969013	7.40941816483869	13.4033289207533	11.6201589002082
ENSG00000006283	0	0	0	0
ENSG00000006327	26.7444434730398	29.2583569152729	21.7290070724374	3.85574017028903
ENSG00000006377	0	0	0	0.00662294861044061
ENSG00000006432	0.280116279608098	0.205878917672646	0.240433499674456	0.341554158797904
ENSG00000006451	9.22793008618893	12.2284966148092	6.38233056676247	4.95396556060956
ENSG00000006453	38.470810895772	19.3687880939762	15.7039169611756	5.85177554617731
ENSG00000006459	2.43817875127055	2.61488359695093	0.394489041666522	1.24088570893391
ENSG00000006468	1.52233290532779	0.742186585205466	0.0480860848896141	0.552412872110245
ENSG00000006530	4.35262371183559	5.40820446343622	1.11870688974903	1.95052289177447
ENSG00000006534	1.44077965978377	1.45349823450745	1.47540035396838	0.801345265452522
ENSG00000006555	1.51862490241693	2.95475362396882	1.3011069802547	0.857621356206148
ENSG00000006576	1.44323907894322	1.35816672238989	1.12231701015929	0.774999659482909
ENSG00000006606	0	0.28692341487432	0.0658606405519201	0.0217059368399078
ENSG00000006607	2.41838464120252	1.40346944430511	0.988599163212857	1.65298314166283
ENSG00000006611	0	0	0	0.220411729755464
ENSG00000006625	14.3110739372849	25.0027460865102	14.762328504	9.7045337633824
ENSG00000006634	0.525237971943143	1.01189156613009	0.54512449300435	0.277299315456953
ENSG00000006638	0.683656542845711	1.63964409736232	1.71317213371241	1.62071272498929
ENSG00000006652	4.1593305456617	4.80962025704693	1.97630391364733	1.12748827589409
ENSG00000006659	0	0	0.0299095803023255	0
ENSG00000006695	2.06085166658036	3.44018477973397	1.8532904578559	2.37944816293348
ENSG00000006704	0.779683772134315	1.04497233878018	1.14014219146318	0.444672083390565
ENSG00000006712	23.1709731986368	25.5990404279637	38.9493962610376	18.4130537661901
ENSG00000006715	5.0264977661506	6.00713515897656	2.46285101079315	3.20281890369065
ENSG00000006740	0.189933726174517	0.145768499119528	0.130702434247967	0.220549573238737
ENSG00000006744	8.63975899326628	15.5840096301872	5.66054410132582	10.6994532106878
ENSG00000006747	0.0450256152105834	0.0207667209571345	0.00238340524595902	0.0251362480773482
ENSG00000006756	22.6925555918795	8.82053410431085	9.55347591836902	10.7752536769088
ENSG00000006757	9.49771370824113	2.70378519029669	3.37089485190213	5.74259139870689
ENSG00000006788	0	0	0.00735388029034304	0
ENSG00000006831	46.9032421531435	16.3755290707313	26.7164311272021	24.1307676566909
ENSG00000006837	0.264767614287277	0.224119067396275	0.150046394516666	0.120096134802656
ENSG00000007001	0.0552625241561077	0.364481111658829	0.465852461004517	0.0626664213488919
ENSG00000007038	0	0.0364750742597915	0.104656488037974	0.0551872462873604
ENSG00000007047	9.29343206251949	8.13179184831941	4.80866123951389	2.9997113005986
ENSG00000007062	0	0	0.0106461325150609	0.375429357331502
ENSG00000007080	35.1716501637665	49.9010132051041	78.2273023924262	22.3320553895875
ENSG00000007129	0.159153455139115	0.357848303944377	0.19166186407806	0.333881208245323
ENSG00000007168	5.83837961567203	8.35156444705346	5.01155503606691	7.29513753260692
ENSG00000007171	4.35819308304515	0.656900714782184	0.155220408120689	0.0328863655139119
ENSG00000007174	0	0.00293392233682396	0	0.00110976535261492
ENSG00000007202	5.89524745927902	4.99978867241265	9.27625826610933	8.75548977905146
ENSG00000007216	0.447761940469758	0.197821383481125	0.340560643246234	0.219134927333332
ENSG00000007237	0.226144320343789	0.436910817306817	0.377524210777292	0.393211706072477
ENSG00000007255	19.0145130669738	47.958696335009	58.9246969571998	26.8790682765334
ENSG00000007264	0.725498749499018	1.34282310423084	1.79078879531645	0.615235597499833
ENSG00000007306	0	0	0	0
ENSG00000007312	1.53757413052937	1.71665668643955	3.01004925170211	1.83977057570026
ENSG00000007314	0.331884912448732	0.248095931108753	0.243216046460986	0.0215057027012181
ENSG00000007341	1.31503266335367	0.997844611022283	0.853810187879414	1.20308318786407
ENSG00000007350	0.0127331800075816	0.0152692778695418	0	0.225250442974925
ENSG00000007372	0.0631802658971968	0.198152079235077	0.140465275421554	0.143289913883211
ENSG00000007376	4.87709693124111	7.82911536036454	8.91045048308197	2.55145797547119
ENSG00000007384	4.93597126792561	3.34380854564497	1.08322263421123	0.749703615966884
ENSG00000007392	2.4459522303347	4.27439361274589	6.02221804517645	1.20981453082381
ENSG00000007402	0.0307168202885596	0.154706003425478	0.0422754111650839	0.122609210798398
ENSG00000007516	5.43859089364401	7.85174534931415	2.78856902742602	2.41529922342412
ENSG00000007520	19.9194057304124	35.5381079515735	52.7254166540416	18.8930185583447
ENSG00000007541	16.5743220891634	16.9095823304973	13.9932060994071	6.68037393731435
ENSG00000007545	0.48479141751974	1.13155329447116	0.458711056834275	0.42016013253595
ENSG00000007866	3.55244197040216	13.4696836750936	2.84815808297619	1.4732386176182
ENSG00000007908	0.0784987177133198	2.48930797180617	0.150051951996369	2.25506506381111
ENSG00000007923	6.44168923036524	5.51938047583578	1.76194618508245	4.46118297895034
ENSG00000007933	165.593974897774	319.058782347736	99.1557189562075	188.031978500944
ENSG00000007944	1.39569497256207	1.84681806609805	0.778290924347635	1.06421972521415
ENSG00000007952	0.0798127202373203	0.223321490643975	0.183076434590747	0.120674366140412
ENSG00000007968	0.142574331489245	0.248685383972749	0.878549987543437	0.0146978169894578
ENSG00000008018	48.1801072757838	94.3311259842434	105.506283607992	56.3861244625741
ENSG00000008056	0.136283515282143	0.163427428391176	0.108211351607977	0.0665720879957532
ENSG00000008083	1.54322159116039	1.766471050755	0.788427970492438	0.928018376969471
ENSG00000008086	0.501945146051681	0.193129013634387	0.179171105875528	0.210632277390309
ENSG00000008118	0	0.0154446524239393	0	0.064261871968992
ENSG00000008128	1.42020312738915	1.42936095753674	1.57940171235356	0.477391522303723
ENSG00000008130	13.0677980788567	29.4195387894504	10.7099714235587	15.5683856286456
ENSG00000008196	0	0	0	0
ENSG00000008197	0	0	0	0
ENSG00000008226	0.073292073159108	0.0439449151757401	0.0972689712352939	0.0831115119741568
ENSG00000008256	1.98503158391484	2.25511111293146	1.17598790378571	0.968090561037749
ENSG00000008277	0.0108124260488635	0.0864397517277253	0.00496036322134131	0.0228872755922833
ENSG00000008282	61.4172240003626	55.5140116730521	19.8459451157489	18.5721888799422
ENSG00000008283	16.6943768090901	14.6868026353121	9.28170920080685	2.49393752874751
ENSG00000008294	5.96942806714431	4.80313195326479	5.04246673607009	4.84725867481448
ENSG00000008300	1.2830649113829	0.0674831584665933	0.412424993961357	0.0178680018717274
ENSG00000008311	11.3212109492958	0.673812970953232	3.72347908446644	9.67569157959579
ENSG00000008323	0.616374320174137	5.83530840858189	3.59416821580905	0.833840087347277
ENSG00000008324	8.48255993995037	11.366497114367	22.3098044798337	10.0708290893338
ENSG00000008382	17.5200811084082	36.8857414832081	31.8438445569608	18.0724357702374
ENSG00000008394	260.155458557095	277.122393679109	293.430745053744	358.23130179719
ENSG00000008405	6.01046614040711	3.08295242944172	2.31258628168544	1.87059431175637
ENSG00000008438	0.0467236966389313	0.0560297668490687	0	0.381481839961378
ENSG00000008441	9.96475482229515	6.88738134207712	4.8513678945184	5.44794362399508
ENSG00000008513	10.2747768284283	7.32425368288559	38.1337467290028	34.6544228204881
ENSG00000008516	0.160916726747473	0.62430466157094	0.410368867389419	1.13779051873681
ENSG00000008517	83.7737949121831	760.148259899676	685.263917074847	40.4077940257426
ENSG00000008710	2.85775321527915	2.08298524938963	2.64609028779629	1.55420526112431
ENSG00000008735	1.81551118605597	0.418120633241084	1.83264058492172	0.128160446591743
ENSG00000008838	12.891710713292	12.932866717667	9.87559681364164	7.13613873110505
ENSG00000008853	2.37604269093959	6.6236620358723	0.666768002050632	0.7166343865721
ENSG00000008869	2.16316167147481	1.61833116587665	0.838161301737869	1.38559949981628
ENSG00000008952	20.9693218801226	13.9426082427098	11.2049175052627	24.8404618323207
ENSG00000008988	181.893866911085	320.63264212595	1124.42387405444	204.036376878358
ENSG00000009307	65.6281563105789	45.13150941594	40.1098708755875	57.6646250665183
ENSG00000009335	17.2033273407921	13.3237049705117	5.19757463966264	7.47351303990125
ENSG00000009413	0.95117923110265	0.831554511280594	0.462409095104522	0.597065703551373
ENSG00000009694	0.816821990113225	0.0187765567285685	0.158032839465673	0.172822430018963
ENSG00000009709	0	0	0	0
ENSG00000009724	37.6961956942286	207.463133752876	107.017802731181	102.354127130269
ENSG00000009765	3.14783669325841	1.82279406221404	2.02317679909128	4.20668604121219
ENSG00000009780	1.51842189918277	1.31191649207576	1.60953287305635	0.902637154268025
ENSG00000009790	0.254702162174671	1.03846811967383	0.806254313358568	0.328106730917721
ENSG00000009830	1.87656001376122	1.2430333258104	1.45533121651673	0.970086633937557
ENSG00000009844	2.91032519075961	4.27063538783567	2.16413772853984	3.66934723696489
ENSG00000009950	125.019954901749	82.3811917898474	94.4786158420414	28.414461880711
ENSG00000009954	11.2633052782698	7.33180075936486	5.20514926110911	4.93888321156159
ENSG00000010017	7.04592744946352	10.2505855495925	6.75983417121297	4.92139758845133
ENSG00000010030	1.09863827232082	6.42828000741344	2.50270434097297	0.214798333311587
ENSG00000010072	1.55964460823406	3.18514819581442	0.793566127785332	0.737452952777266
ENSG00000010165	7.34097105713921	13.0227526627736	7.32701110825426	6.32936506338086
ENSG00000010219	1.18237227435926	1.65212466552511	2.72394738211796	1.60893930057061
ENSG00000010244	3.63238514121511	4.21534447929137	3.13460041197038	1.97093875663959
ENSG00000010256	98.2115626479983	99.9898468947812	106.525057136844	126.063893068547
ENSG00000010270	2.46805488733868	3.23570753202286	0.716110515303036	1.64581270128425
ENSG00000010278	22.5715091835166	15.7113803801964	50.5997439195077	16.0340053557033
ENSG00000010282	0.0360762054477539	0	0.0248257535163538	0.00818191613858186
ENSG00000010292	2.1829095473704	3.03215162198348	2.7790032610966	1.24868605149579
ENSG00000010295	3.97053483982302	6.50458434881156	4.26270836921445	1.91909600238552
ENSG00000010310	0.245480534484869	0.0613278080439791	0.0281544726713286	0.0139184617802875
ENSG00000010318	1.31089582682748	1.02274053290694	2.28239586025352	1.38264779554077
ENSG00000010319	0.645490873346166	1.12814374402779	0.69936767560563	0.401805734680693
ENSG00000010322	9.01077406433341	11.0015232672168	4.62134881952746	3.63655585757575
ENSG00000010327	4.6931147966087	7.1696616893344	5.84590443217807	8.06655091462227
ENSG00000010361	2.08875845034219	2.48069702061309	2.50158372708895	4.76453736835345
ENSG00000010379	1.63201488672002	1.0893109820359	0.858192781452629	3.5057919205604
ENSG00000010404	3.88998231421537	3.40988086265601	1.95372880220789	3.68714039831422
ENSG00000010438	8.08679364904581	5.64215834004607	19.3658780615192	2.37425760535404
ENSG00000010539	1.46027820693262	1.70430377156499	0.956523374515317	0.481722657704249
ENSG00000010610	5.30435492478967	12.6309879023912	18.1245141122196	48.2965319802099
ENSG00000010626	1.81843576108273	2.10627870464558	1.62106985722113	0.984166908991272
ENSG00000010671	0.267475010755574	0.772712650148341	0.903578473665339	0.694856694400198
ENSG00000010704	8.10160260903875	6.63199101818489	1.21312035521339	1.88215028115641
ENSG00000010803	2.91562616161565	3.88482042793422	1.76951665636954	1.39138125198071
ENSG00000010810	6.95446421858404	4.49226532002676	6.80845263762898	6.36363863132929
ENSG00000010818	1.7334332872154	1.02067184041006	0.573809899425485	0.519471311435633
ENSG00000010932	0.0967314869713337	1.83018637784306	1.66413846953673	0.0877530111093269
ENSG00000011007	6.22039807640067	5.3303289253852	6.7868981175192	7.30100285094886
ENSG00000011009	39.8674459056164	35.2820370518755	42.9234535120574	26.5056111566537
ENSG00000011021	1.95358322441307	1.38268449677616	0.89623571365157	1.59340310351476
ENSG00000011028	0.589898374399332	2.56681456947837	2.00648928939979	1.46527760840209
ENSG00000011052	0.366583235993627	0.439596494306188	0.388097487912823	0.255813471893632
ENSG00000011083	0	0	0.0061914991051083	0.00816222176970052
ENSG00000011105	16.5442740964944	20.0634002041079	15.6796771619042	23.3248392178099
ENSG00000011114	1.01362154701397	1.40692539105704	0.708505801866189	1.05529733189791
ENSG00000011132	2.98416005074624	5.66678470174205	3.57871998968892	1.78443740668994
ENSG00000011143	1.57188105839108	2.70962476977224	2.98429481960199	1.35595547620815
ENSG00000011198	10.6894970819387	4.91735799944015	7.5066321327763	4.27079077637237
ENSG00000011201	0.0905761873393283	0.127784073903483	0.0623297842283812	0.0169171547654713
ENSG00000011243	6.27786998565141	11.6812586309706	14.636131807076	2.95304967420086
ENSG00000011258	1.79393992446465	1.91887897168717	1.81948279638461	1.48850216261407
ENSG00000011260	6.05681203737614	7.45485810241039	11.5627847601288	6.26000822914449
ENSG00000011275	4.76666221004512	5.47281354503761	3.61269965162616	3.53948038070214
ENSG00000011295	4.85744108667757	4.52611189766135	3.53084783974828	6.94234919162236
ENSG00000011304	36.831224467474	40.9905648088342	23.2046493884333	16.8830881671815
ENSG00000011332	0.0428366658489353	0.0342456979043543	0.0491299133149403	0
ENSG00000011347	40.4815493796782	6.97290102146382	16.2679649135339	20.3708473255026
ENSG00000011376	3.53146051156307	4.00523071961556	1.63963007836087	3.20367548567904
ENSG00000011405	3.88873824755185	2.34389261684399	0.956728473606417	2.10888465800943
ENSG00000011422	1.79697596017555	1.25283950718415	1.96990812179999	3.04237691000256
ENSG00000011426	1.03305536917997	1.70231236484825	0.904335248338831	0.0255011883826282
ENSG00000011451	6.2910852647467	8.96791098828149	6.25599180368847	2.71424831523004
ENSG00000011454	3.49403861517627	3.78629811278637	2.26079795780508	2.38187580684311
ENSG00000011465	4.09465688040897	17.7691718946269	8.67963815793484	27.0641001273885
ENSG00000011478	4.71848655927702	7.02045702025735	9.80117524701816	2.80083636612338
ENSG00000011485	6.39000271295554	8.68958762700509	6.35325549573946	5.70876353448088
ENSG00000011523	1.39811492456771	1.39370092193066	1.14819640750128	0.989099485858475
ENSG00000011566	2.43708745054784	3.88431946243887	2.36701209506739	2.35780614519917
ENSG00000011590	0.065069751605475	0.136552236421328	0.111943980435203	0
ENSG00000011600	15.1927374877557	46.0022459949192	62.2063310428449	40.6339688887896
ENSG00000011638	0.384182927676615	1.16176914777414	1.1379600299136	0.99253467795314
ENSG00000011677	0.0271883579579989	0.0108678427077935	0	0
ENSG00000012048	0.303499850736108	0.437875708219956	0.861517338688467	0.195742021068427
ENSG00000012061	8.6211811415909	10.317205343932	9.88774158223353	5.0346035932207
ENSG00000012124	0.113234907399124	1.32084860405516	0.531288597475518	0.0887167069677627
ENSG00000012171	0.707046374968658	0.589822949224432	35.0952255319701	0.441556805316247
ENSG00000012174	8.36309092005246	4.48942121093548	1.86986884797846	5.00539780142282
ENSG00000012211	1.9321892002778	1.61653111835247	1.05133639613001	0.883217082724476
ENSG00000012223	0.135512836173336	0.501051691459951	0.233132076072507	0.204891219851698
ENSG00000012232	2.40380602303719	2.78974903076047	1.39343072926462	3.35789029046785
ENSG00000012504	24.7642072588088	24.2272401010618	15.6527494973301	19.883616568306
ENSG00000012660	31.8066901598925	26.9990370187606	14.8096981072814	21.9454207448085
ENSG00000012779	0.456423022235052	1.85126284720785	0.618934962217874	1.39440289467128
ENSG00000012817	0	0	1.87971981802509	2.1005775450105
ENSG00000012822	5.67757432053022	6.38200631058194	3.49262928934366	3.68345233812009
ENSG00000012963	4.21651638103793	5.6569739696883	4.53098564059067	3.50707181512951
ENSG00000012983	2.18121596279499	2.33061474075428	1.26526475176683	1.33819897309811
ENSG00000013016	0.580518750302513	2.31467233540414	0.833919872889989	3.40996709404649
ENSG00000013275	46.9067913466478	60.524576241397	43.9465167526024	22.3388996117865
ENSG00000013288	26.4369321860947	9.43338320987818	1.76346792467314	7.41317217181069
ENSG00000013293	0.0166490456201279	0.0598952273552353	0	0.00755185271625019
ENSG00000013297	0.279178934274112	2.13889566394785	0.704426463883816	0.337687935788773
ENSG00000013306	59.5888357351286	81.4653097212277	85.0713457192772	32.3975646494942
ENSG00000013364	89.3529598000879	79.5519249687208	38.3617516073291	16.5008828690303
ENSG00000013374	20.2055971109965	22.3825827495008	10.9331535742878	9.21736184031294
ENSG00000013375	6.03743302631627	3.07168264959362	1.94464676174913	3.73548616828074
ENSG00000013392	0.970415237885496	0.905096233715724	0.952217503663457	1.09635272382063
ENSG00000013441	10.3188293624533	10.0224817358696	8.9699092382861	5.19424151169359
ENSG00000013503	3.81837464692599	2.65292357334509	1.64699382326609	3.27826191513733
ENSG00000013523	1.98882628351803	5.29987902807265	1.53856360374342	4.23344607561468
ENSG00000013561	14.5605822612033	5.8297417861567	5.17117221621818	8.38809656132318
ENSG00000013563	1.99072771318	3.17849714598573	0.792703311456781	1.97842975511885
ENSG00000013573	1.46405385164169	1.53378472235327	2.13121851609038	0.970580291054296
ENSG00000013583	20.2239066697071	33.336621201911	42.9671487488636	31.639242874618
ENSG00000013588	0.0182782187340563	0.0109593675988398	0.0188671680146699	0.0497449832060478
ENSG00000013619	0.914837274117022	0.44048123258353	0.634312322925832	0.48097833962992
ENSG00000013725	0.382755005676855	1.57544953280407	1.26712875074169	0.389458705003621
ENSG00000013810	2.39515648789861	5.29472230418384	7.05072378117149	1.02606406433338
ENSG00000014123	7.78108834367657	2.60729426416973	2.72385358227699	6.00400395848306
ENSG00000014138	1.8419918867271	2.49978959788152	3.93871785606248	1.01483951015367
